11732|66 Roosevelt Ci|37.4193324|-122.1205896
13019|68 Roosevelt Ci|37.4193231|-122.1203718
8881|69 Roosevelt Ci|37.4188904|-122.1204343
11222|6 Roosevelt Ci|37.4174468|-122.1192263
13033|70 Roosevelt Ci|37.4192816|-122.1201891
12986|71 Roosevelt Ci|37.4188358|-122.1202454
11742|72 Roosevelt Ci|37.4191935|-122.1199963
11730|74 Roosevelt Ci|37.4191433|-122.1197986
8882|75 Roosevelt Ci|37.4187208|-122.1200678
12997|76 Roosevelt Ci|37.419006|-122.119607
12996|78 Roosevelt Ci|37.4188925|-122.1194751
12987|79 Roosevelt Ci|37.4186163|-122.1199001
11729|80 Roosevelt Ci|37.4187318|-122.1193838
12988|81 Roosevelt Ci|37.4184617|-122.1197706
12995|82 Roosevelt Ci|37.4186093|-122.1192723
12998|84 Roosevelt Ci|37.4184282|-122.1192383
8883|85 Roosevelt Ci|37.4182973|-122.1197222
11731|86 Roosevelt Ci|37.4182534|-122.1191582
8858|87 Roosevelt Ci|37.418115|-122.1196862
11244|88 Roosevelt Ci|37.4180845|-122.1191528
11221|8 Roosevelt Ci|37.4173425|-122.1194103
8875|90 Roosevelt Ci|37.4179241|-122.1191702
11208|91 Roosevelt Ci|37.4179227|-122.1197127
8859|93 Roosevelt Ci|37.4177611|-122.1197655
11209|9 Roosevelt Ci|37.4176561|-122.1198976
